sku,brand,category,name,previous_price,sale_price,promo,case_qty
JP354,PPG,Primers & Sealers,Shop-Line 2.1 VOC White Primer Qt,62.16,31.08,,6
JP355,PPG,Primers & Sealers,Shop-Line 2.1 VOC Gray Primer Ga,221.84,110.92,,2
JP356,PPG,Primers & Sealers,Shop-Line 2.1 VOC Black Primer Qt,62.16,31.08,,6
JP361,PPG,Primers & Sealers,Shop-Line Urethane Sealer White Qt,83.12,41.56,,6
JP365,PPG,Primers & Sealers,Shop-Line Urethane Sealer Gray Ga,299.62,149.81,,2
JP367,PPG,Primers & Sealers,Shop-Line Urethane Sealer Gray Qt,83.12,41.56,,6
JP390,PPG,Primers & Sealers,Shop-Line Epoxy Primer Gray Qt,69.98,34.99,,6
SUA1045,PPG,Primers & Sealers,OneChoice 1K Aerosol Primer Surfacer - Gray,56.77,34.06,,6
SX1071,PPG,Primers & Sealers,OneChoice Etch Primer Qt,158.87,95.32,,6
SX1072,PPG,Primers & Sealers,OneChoice Etch Primer Catalyst Qt,137.66,82.60,,6
SXA1031,PPG,Primers & Sealers,OneChoice Etch Primer Gray Dz,47.85,28.71,,6
SXA1081,PPG,Primers & Sealers,OneChoice UV Primer Cleaner Aerosol,57.61,34.57,,6
ECA83,PPG,Hardeners & Reducers,EHP Accelerated Reducer Standard Qt,162.59,81.30,,6
ECR75,PPG,Hardeners & Reducers,EHP Mid Temp Reducer Ga,220.35,110.17,,2
ECR85,PPG,Hardeners & Reducers,EHP High Temp Reducer Ga,220.35,110.17,,2
ECR98,PPG,Hardeners & Reducers,EHP Hot & Humid Reducer Qt,58.27,29.14,,6
EH391,PPG,Hardeners & Reducers,EHP Standard Undercoat Hardener Qt,297.43,148.72,,6
JH6028,PPG,Hardeners & Reducers,Shop-Line Low VOC Hardener Qt,186.52,93.26,,6
JH8370,PPG,Hardeners & Reducers,Shop-Line Low Temp Hardener Qt,94.02,47.01,,6
JH8380,PPG,Hardeners & Reducers,Shop-Line Medium Temp Hardener Qt,94.02,47.01,,6
JH8390,PPG,Hardeners & Reducers,Shop-Line High Temp Hardener Qt,94.02,47.01,,6
JR554,PPG,Hardeners & Reducers,Shop-Line Low VOC Fast Reducer Ga,121.64,60.82,,2
JR555,PPG,Hardeners & Reducers,Shop-Line Low VOC Medium Reducer Ga,166.22,83.11,,2
JR556,PPG,Hardeners & Reducers,Shop-Line Low VOC Slow Reducer Ga,170.98,85.49,,2
SC310/01,PPG,Hardeners & Reducers,Shop-Line Low VOC Slow Reducer Ga,99.99,74.99,,2
SH311/04,PPG,Hardeners & Reducers,PPG Super Value Fast Hardener,54.99,41.24,,2
SH312/04,PPG,Hardeners & Reducers,PPG Super Value Slow Hardener,54.99,41.24,,2
AL84-0314,PPG,Shop Supplies,PPG Single Edge Razor Blades 100/pk,9.49,4.99,,10
BLUEPSL,PPG,Shop Supplies,PPG Blue Paint Suit Large,70.20,49.99,,3
BLUEPSM,PPG,Shop Supplies,PPG Blue Paint Suit Medium,70.20,49.99,,3
BLUEPSS,PPG,Shop Supplies,PPG Blue Paint Suit Small,70.20,49.99,,3
BLUEPSXL,PPG,Shop Supplies,PPG Blue Paint Suit X-Large,70.20,49.99,,3
BLUEPSXXL,PPG,Shop Supplies,PPG Blue Paint Suit XX-Large,70.20,49.99,,3
DOX112,PPG,Shop Supplies,PPG Disposable Mixing Sticks (500/bx),79.99,54.99,,2
DOX113,PPG,Shop Supplies,PPG Paint Filters,28.85,19.99,,4
DOX249,PPG,Shop Supplies,PPG 8oz Mixing Cups 100/box,58.85,39.99,,2
DOX251,PPG,Shop Supplies,PPG 32Oz Mixing Cups,69.69,49.99,,4
DOX251L,PPG,Shop Supplies,PPG Lids -32OZ For Mixing Cups,46.48,34.99,,2
DOX273,PPG,Shop Supplies,PPG 85oz Mixing Cups 50/box,70.28,49.99,,2
DOX273L,PPG,Shop Supplies,PPG Lids For 85oz Cups,25.81,19.99,,2
VRW100,PPG,Shop Supplies,PGG Crash Wrap,123.02,89.99,,2
WMP2412,PPG,Shop Supplies,PPG White Masking Paper 12 x 750,111.51,79.99,,4
WMP2418,PPG,Shop Supplies,PPG White Masking Paper 18 x 750 2/PK,111.51,79.99,,4
WMP2436,PPG,Shop Supplies,PPG White Masking Paper 34.50 x 750,111.51,79.99,,4
WMP246,PPG,Shop Supplies,PPG White Masking Paper 6 x750,111.51,79.99,,4
EPW115,PPG,Specialty Products,2L WB SPEED PRIME GRAY,345.78,172.89,,2
JH7210/04,PPG,Specialty Products,Shop-Line 2.1VOC European Activator Fast Qt,108.22,54.11,,6
JH7220/04,PPG,Specialty Products,Shop-Line 2.1VOC European Activator Slow Qt,108.22,54.11,,6
JH7230/04,PPG,Specialty Products,Shop-Line 2.1 VOC European Activator Extra Slow Qt,108.22,54.11,,6
SL93LV,PPG,Specialty Products,OneChoice Low VOC Accelerator,132.19,79.31,,6
SLV4985,PPG,Specialty Products,OneChoice Universal Flattening Agent Qt,242.46,145.48,,6
SLV73,PPG,Specialty Products,OneChoice Fish Eye Eliminator Pt,111.23,66.74,,6
SLV814,PPG,Specialty Products,OneChoice Universal Flexibilizer LV,183.57,110.14,,6
SLV840,PPG,Specialty Products,OneChoice Uniform Finish Blender L,102.86,61.72,,6
SU470LV/04,PPG,Specialty Products,OneChoice 1K Compliant Adhesion Promoter Qt,100.15,60.09,,6
SU481LV,PPG,Specialty Products,OneChoice ADPRO Max White Qt,189.73,113.84,,2
SU485LV,PPG,Specialty Products,OneChoice ADPRO Max Gray Qt,189.73,113.84,,2
SU487LV,PPG,Specialty Products,OneChoice ADPRO Max Dark Gray Qt,189.73,113.84,,2
SU4901,PPG,Specialty Products,OneChoice Clean and Scuff Sponge 6z,27.37,16.42,,5
SU4902,PPG,Specialty Products,OneChoice Plastic Adhesion Wipe 2z,28.99,17.39,,5
SU4903,PPG,Specialty Products,OneChoice Plastic Adhesion Promoter Qt,160.82,96.49,,6
SUA470LV,PPG,Specialty Products,OneChoice Compliant Adhesion Promoter Aerosol,68.32,40.99,,6
SWX100,PPG,Specialty Products,OneChoice Waterborne Gun Cleaner 5Ga,106.09,63.65,,1
SWX350,PPG,Specialty Products,OneChoice Waterborne Precleaner Ga,109.85,65.91,,4
SX103,PPG,Specialty Products,OneChoice Multi-Prep Ga,153.70,92.22,,4
SX2070,PPG,Specialty Products,OneChoice Blue Tack Rag,49.38,29.63,,5
SX330,PPG,Specialty Products,OneChoice Wax And Grease Remover Ga,134.80,80.88,,4
SXA1050,PPG,Specialty Products,OneChoice Plastic Adhesion Promoter Aerosol,77.98,46.79,,6
SXA840,PPG,Specialty Products,OneChoice Aerosol Uniform Finish Blender,40.29,24.17,,6
T4900,PPG,Specialty Products,EHP OneVisit Modifier ST 2L,1509.78,754.89,,1
T4910,PPG,Specialty Products,EHP OneVisit Modifier HD 2L,1509.78,754.89,,1
VWM5556,PPG,Specialty Products,Vibrance Waterbourne Midcoat L,265.74,132.87,,1
DOX125,PPG,Specialty Products,PPG Waterborne Strainers,31.22,24.99,,8
NOR00402,Norton,Masking Paper,"Masking Paper 6"" X 750 white",101.99,79.99,,3
NOR00403,Norton,Masking Paper,Norton 12in Masking Paper,101.99,79.99,,3
NOR00404,Norton,Masking Paper,Norton 18in Masking Paper,101.99,79.99,,3
NOR00407,Norton,Masking Paper,"Norton 36"" Masking Paper",102.99,79.99,,3
NOR04615,Norton,Adhesives & Sealers,Norton SpeedGrip Urethane Structural Adhesive 1min,90.99,59.99,,6
NOR04616,Norton,Adhesives & Sealers,Norton SpeedGrip Urethane Structural Adhesive 5min,90.99,59.99,,6
NOR04647,Norton,Adhesives & Sealers,Norton SpeedGrip Urethane Structural Adhesive 45sec,90.99,59.99,,6
NOR06398,Norton,Adhesives & Sealers,Norton Bare Metal Epoxy Seam Sealer,70.99,54.99,,6
NOR06402,Norton,Adhesives & Sealers,Norton Control Flow Epoxy Seam Sealer,67.99,49.99,,6
NOR06412,Norton,Adhesives & Sealers,Norton Epoxy Repair Adhesive Filler,83.99,59.99,,6
NOR06418,Norton,Adhesives & Sealers,Norton Epoxy Panel Adhesive 30min,79.99,59.99,,6
NOR06421,Norton,Adhesives & Sealers,Norton SpeedGrip Epoxy Plastic Repair 90min,79.99,69.99,,6
NOR06427,Norton,Adhesives & Sealers,Norton SpeedGrip 90min Impact Structure,101.99,79.99,,6
NOR97120,Norton,Adhesives & Sealers,Norton Epoxy Seam Sealer,69.99,49.99,,6
NOR97121,Norton,Adhesives & Sealers,Norton SelfLeveling Seam Sealer,69.99,59.99,,6
NOR06166,Norton,Scuff Pads,Norton Maroon Thin Pads,33.99,19.99,,4
NOR06167,Norton,Scuff Pads,Norton Grey Thin Scuff Pads,33.99,19.99,,4
NOR34771,Norton,Scuff Pads,Norton Bear-Tex 6in Grey Scuff Disc,40.99,27.99,,4
NOR34770,Norton,Scuff Pads,Norton Bear-Tex 6in Maroon Scuff Disc,40.99,27.99,,4
NOR06225,Norton,Abrasives,Norton 6in Gold P240,22.99,19.99,,4
NOR06226,Norton,Abrasives,Norton 6in Gold P800,22.99,19.99,,4
NOR06227,Norton,Abrasives,Norton 6in Gold P600,22.99,19.99,,4
NOR06228,Norton,Abrasives,Norton 6in Gold P500,22.99,19.99,,4
NOR06229,Norton,Abrasives,Norton 6in Gold P400,22.99,19.99,,4
NOR06230,Norton,Abrasives,Norton 6in Gold P320,22.99,19.99,,4
NOR06232,Norton,Abrasives,Norton 6in Gold P180,22.99,19.99,,4
NOR06234,Norton,Abrasives,Norton 6in Gold P120,22.99,19.99,,4
NOR06236,Norton,Abrasives,Norton 6in Gold P80,27.49,24.99,,4
NOR42082,Norton,Other Norton,Norton LiquidIce Clean-Up Detailer Spray,35.99,27.99,,4
MSX134,Equipment,,MAXXAIR S Series AC R134,10289.99,8574.99,,1
MSX3030,Equipment,,MAXXAIR S Series AC R134A/R1234,16019.99,13349.99,,1
MSX1234,Equipment,,MAXXAIR S SERIES R1234,13649.99,11374.99,,1
MSX390100,Equipment,,MAXXAIR SpotGunJr Starter Kit,236.89,205.99,,1
MSX390200,Equipment,,MAXXAIR SpotGunJr Master Kit,298.99,259.99,,1
MSX490100,Equipment,,MAXXAIR Starter Kit,201.24,174.99,,1
MSX490200,Equipment,,MAXXAIR Master Kit,246.09,213.99,,1
MSX488046PB,Equipment,,MAXXAIR PAG 46 Oil,21.72,18.89,,1
MSX488046PBD,Equipment,,MAXXAIR PAG 46 Oil with AC ExtenDye,15.32,13.32,,1
MSX488100PBD,Equipment,,MAXXAIR PAG 100 Oil with AC ExtenDye,20.17,17.54,,1
MSX488016E,Equipment,,MAXXAIR Universal Ester Oil w Dye w eBOOST,35.45,30.83,,1
MSX488016P,Equipment,,MAXXAIR Universal PAG Oil w Dye w eBOOST,26.00,22.61,,1
MSXFXP2,Equipment,,MAXXAIR FX Series Kits,1228.23,1068.03,,1
MSXFX3030X1,Equipment,,MAXXAIR Filter Maintenance Kit,269.01,233.92,,1
RBNLD3,Equipment,,RobinAir LD3 Refrigerant Leak Detector Economy,536.73,479.22,,1
RBNLD5,Equipment,,RobinAir LD5 Refrigerant Leak Detector Select,742.29,662.76,,1
RBNLD7,Equipment,,RobinAir LD7 Refrigerant Leak Detector Premium,799.41,713.76,,1
RBNLD9-TG,Equipment,,RobinAir LD9 Tracer Gas Leak Detector,797.81,712.33,,1
RBNLD9-TGKIT,Equipment,,RobinAir LD9 Tracer Gas Leak Detector Kit,1578.86,1409.70,,1
RBN34288NI,Equipment,,RobinAir Basic 134a Refrigerant,7674.84,6852.54,,1
RBN34788NI,Equipment,,RobinAir Multi-Vehicle 134a Refrigerant,9273.75,8280.13,,1
RBN34788NI-H,Equipment,,RobinAir Hybrid EV 134a Refrigerant,9273.75,8280.13,,1
RBN34998,Equipment,,RobinAir Wi-Fi Bluetooth 134a Refrigerant,13191.19,11777.85,,1
RBNAC1234-4,Equipment,,RobinAir Basic 1234yf Refrigerant,12365.07,11040.24,,1
RBNAC1234-4SL,Equipment,,RobinAir Mobile 1234yf Refrigerant,13169.95,11758.88,,1
RBNAC1234-9,Equipment,,RobinAir Wi-Fi Bluetooth 1234yf Refrigerant,14177.71,12658.67,,1
BSHDAS3000-3,Equipment,,Bosch DAS3000-3 ADAS System,57622.72,42683.50,,1
STG030420,Equipment,,StrongArm 3-1/2 Ton Service Jack w 4-Ton Vehicle Stand,712.80,636.43,,1
FRE1234YF-200,Equipment,,Freon OPTEON YF 10LB SRC WFR,800.00,620.99,,1
SUVA134A-200,Equipment,,FREON 134A AUTO 13.6KG SRC,999.00,931.99,,1
HEN1305486,Henkel,,Henkel Teroson Flatstream Nozzles,20.99,14.99,,3
HEN1470999,Henkel,,Henkel Teroson Widestream Nozzle 10pk,20.99,14.99,,3
HEN2264448,Henkel,,Henkel Loctite 4070 Universal Adhesive Kit,34.99,24.99,,10
HEN2399541,Henkel,,Henkel Teroson Door Edge Nozzle,20.99,14.99,,3
HEN2399908,Henkel,,Henkel Teroson T2 Flat Nozzles,20.99,14.99,,3
HEN2399909,Henkel,,Henkel Teroson Standard Nozzle,20.99,14.99,,3
HEN2469715,Henkel,,Henkel Teroson WT S3000 Stonechip Protection Compound,63.99,39.99,,3
HEN2568797,Henkel,,Henkel Teroson MS 222 Anti-Flutter Material,44.99,29.99,,3
HEN2568817,Henkel,,Henkel Teroson MS 9120 SF - White,37.99,24.99,,12
HEN2568818,Henkel,,Henkel Teroson MS 9320 SF - Grey,37.99,24.99,,12
HEN2568820,Henkel,,Henkel Teroson MS 9120 SF - Grey,37.99,24.99,,12
HEN2619275,Henkel,,Henkel Teroson MS 9320 SF - Ochre,37.99,24.99,,12
HEN2816502,Henkel,,Henkel Teroson EP 5055 SB Panel Bond Adhesive,91.99,49.99,,4
HEN2820041,Henkel,,Henkel Teroson MS 9320 SF - Black,37.99,24.99,,12
HEN1434516,Henkel,,Henkel Loctite Replacement Nozzles,7.99,5.99,,3
HEN1585815,Henkel,,Henkel Teroson ET UBC Gun,60.99,54.99,,1
CPM118,Q1,,"Q1 Car Plus Masking Tape 18mm (3/4"")",75.00,65.00,,3
CPM136.55,Q1,,"Q1 Car Plus Masking Tape 36mm (1 1/2"")",75.00,65.00,,3
CHC590248-5,Rexall,,Premium Solvent Cleaner,75.00,49.99,,3
CHC590266-5,Rexall,,Professional Solvent Cleaner,59.99,39.99,,3
CHC590269-5,Rexall,,Wax and Grease Remover 5Ga,135.99,79.99,,3
CHC590353-5,Rexall,,Final Wash 5Ga,99.99,79.99,,3
MTN0002,Rexall,,Montana Stone Shield 400ml,13.49,9.99,,6
MTN0901,Rexall,,Montana Matte Black 400ml,12.49,7.99,,6
MTN0903,Rexall,,Montana Satin Black 400ml,12.49,7.99,,6
MTN0908,Rexall,,Montana Gloss Acrylic 400ml,15.49,11.99,,
MTN0954,Rexall,,Montana Grey Primer 5n1 400ml,15.49,11.99,,6
MTN1041,Rexall,,Montana Texturized Bumper Paint Black 400ml,16.99,11.99,,6
MTN9010,Rexall,,Montana Gloss White 400ml,12.49,7.99,,6
MTN9011,Rexall,,Montana Gloss Black 400ml,12.49,7.99,,6
SCA121202,Tork,,"8.25""x 600"" M-Torq 6/pkg",65.00,49.99,,1
SCA192480,Tork,,Specialist Cloth Top Pack,159.99,119.99,,1
DN106-L,Wipeco,,WIPECO 6 Mil Nitrile Gloves L 100/BX,15.00,8.99,,10
DN106-M,Wipeco,,WIPECO 6 Mil Nitrile Gloves M 100/Bx,15.00,8.99,,10
DN106-XL,Wipeco,,WIPECO 6 Mil Nitrile Gloves XL 100/Bx,15.00,8.99,,10
DN850BKEC-L,Wipeco,,WIPECO 8 Mil Nitrile Gloves L 50/Bx,15.00,6.99,,10
DN850BKEC-XL,Wipeco,,WIPECO 8 Mil Nitrile Gloves XL 50/Bx,15.00,6.99,,10
DN850BKEC-M,Wipeco,,WIPECO 8 Mil Nitrile Gloves M 50/Bx,15.00,6.99,,10
